file,year,report:Explicit threat model,report:Vehicle count,report:Simulation time,report:Beacon rate,report:Attacker fraction,report:Simulation area,report:ROC or AUC,report:Any significance test or interval,report:Code mentioned,report:Adversarial machine learning content,usage:VeReMi (any),usage:VeReMi Extension,usage:VeReMi NextGen,usage:F2MD,usage:NGSIM,usage:CRAWDAD,usage:BurST-ADMA,usage:Istanbul RSSI set,usage:Kaggle,usage:any named public dataset,sim:SUMO,sim:Veins,sim:OMNeT++,sim:NS-2,sim:NS-3,sim:MATLAB,sim:any simulator
2021_Funderburg_A_PrivacyPreserving_Key_Management_Scheme_with_Support_for_Sybil_Attack_Detection_in_VANET.txt,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021_Stpie_Security_Measures_with_Enhanced_Behavior_Processing_and_Footprint_Algorithm_against_Sybil.txt,2021,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021_Velayudhan_Sybil_Attack_with_RSU_Detection_and_Location_Privacy_in_Urban_VANETs_an_Efficient_EPORP_Te.txt,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True
2022_Ardakani_Fuzzy_clustering_algorithm_to_identify_Sybil_attacks_in_Vehicular_ad_hoc_networks.txt,2022,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2022_Azam_Collaborative_Learning_Based_Sybil_Attack_Detection_in_Vehicular_ADHOC_Networks_VANETS.txt,2022,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
2022_Chaubey_Detection_of_Sybil_attack_in_vehicular_ad_hoc_networks_by_analyzing_network_performance.txt,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2022_Helmi_Sybil_Attack_Prediction_on_Vehicle_Network_Using_Deep_Learning.txt,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022_Junaidi_Secure_Vehicular_Platoon_Management_against_Sybil_Attacks.txt,2022,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
2022_Kakulla_Sybil_Attack_Detection_in_VANET_Using_Machine_Learning_Approach.txt,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2023_Akil_NonInteractive_PrivacyPreserving_SybilFree_Authentication_Scheme_in_VANETs.txt,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023_Bhanja_Detection_of_Sybil__DDoS_Attacks_in_VANET_using_Intelligent_Technique.txt,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True
2023_Noman_Techniques_to_Overcome_Network_Attacks_Sybil_Attack_Jamming_Attack_Timing_Attack_in_VANET.txt,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023_Paranjothi_Enhancing_Security_in_VANETs_with_Sybil_Attack_Detection_using_Fog_Computing.txt,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2023_Vani_Detecting_Sybil_Attacks_using_Proofs_of_Work_and_Location_in_VANETs.txt,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2024_Almazroi_FCLSR_Fog_ComputingBased_Lightweight_Sybil_Resistant_Scheme_in_5GEnabled_Vehicular_Network.txt,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024_Guven_Creating_A_Realistic_Sybil_Attack_Dataset_For_Intervehicle_Communication.txt,2024,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True
2024_Khatri_Sybil_AttackResistant_BlockchainBased_ProofofLocation_Mechanism_with_Privacy_Protection_in.txt,2024,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True
2024_Man_Strong_Anonymous_Batch_Authentication_Scheme_Against_Sybil_Attack_in_VANET.txt,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024_Morton_TrustAware_Sybil_Attack_Detection_for_Resilient_Vehicular_Communication.txt,2024,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True
2024_Pal_Proposed_approach_for_securing_VANET_by_detection_and_avoidance_of_Sybil_attack.txt,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2025_Almesaeed_Realtime_Sybil_Attack_Detection_Based_on_Channel_Characterization_in_VANET.txt,2025,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2025_Chourey_Design_and_Develop_a_Trust_based_Scheme_for_Sybil_Attacker_Detection_and_Prevention_in_VAN.txt,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2025_Guven_Creating_a_realistic_sybil_attack_dataset_for_intervehicle_communication.txt,2025,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True
2025_Maram_Survey_on_Sybil_Attack_Detection_in_VANET.txt,2025,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True
2025_Nishtha_EXPLORING_VULNERABILITY_OF_TOPOLOGYBASED_ROUTING_PROTOCOLS_TO_SYBIL_ATTACK_IN_PURE_VEHICUL.txt,2025,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
2025_Nishtha_ON_DISRUPTION_OF_EXISTING_ROUTING_PROTOCOLS_BY_SYBIL_ATTACK_ON_VEHICLE_TO_VEHICLE_COMMUNIC.txt,2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025_Sderhll_On_the_Impact_of_Sybilbased_Attacks_on_Mobile_Crowdsensing_for_Transportation.txt,2025,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025_Sefati_A_RealTime_Sybil_Attack_Detection_for_Vehicular_Ad_Hoc_Networks_VANETS_Using_SpatioTempora.txt,2025,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True
2025_Suganyadevi_Sybil_Attack_Detection_in_VANET_Using_CNN_Enhanced_with_Chaotic_Maps_and_Elephant_Herding.txt,2025,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2025_Taysi_A_better_way_to_detect_sybil_attacks_in_vehiuclar_ad_hoc_networks.txt,2025,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True
2025_Velayudhan_Adaptive_Ship_Rescue_Optimization_Enabled_Deep_Learning_for_Sybil_Attack_Detection_with_Se.txt,2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025_Zhang_Sybilresistant_and_privacypreserving_authentication_based_on_shortterm_pseudonym_for_inter.txt,2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026_B_EFLOQDCNN_Exponential_Frilled_Lizard_Optimization_Quantum_Dilated_Convolutional_Neural_Net.txt,2026,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026_Hadri_A_Novel_Approach_to_Sybil_Attack_Detection_in_VANETs_Using_Verifiable_Delay_Functions_and.txt,2026,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
2026_Khan_A_Robust_Framework_for_Sybil_Attack_Detection_in_Vehicular_Ad_Hoc_Networks.txt,2026,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2026_Tadesse_Sybil_Attack_Prevention_and_Detection_Mechanism_in_VANET_Based_on_Multifactor_Authenticati.txt,2026,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
