archive,seed,fold,token,vehicle,attacker
GridSybil_0709,0,train,cc0940451903154e,13107,0
GridSybil_0709,0,train,385ba62f8f0e72b4,12789,0
GridSybil_0709,0,train,93f2e87110c3d539,11787,0
GridSybil_0709,0,train,8ae6d205f0e91056,23979,0
GridSybil_0709,0,train,78477f1996c9a488,23379,0
GridSybil_0709,0,train,6e55761105c859b5,24363,0
GridSybil_0709,0,train,5d9a5798683de86c,10827,0
GridSybil_0709,0,train,c58dfaa7d16fc7f6,11949,0
GridSybil_0709,0,train,df56f6137e4669c9,11583,0
GridSybil_0709,0,train,86778eaca84d79af,10497,0
GridSybil_0709,0,train,8446873ce83d73cf,10839,0
GridSybil_0709,0,train,9582a77c74957cea,24297,0
GridSybil_0709,0,train,8ece53c55f060537,21483,0
GridSybil_0709,0,train,98ab00d299cde750,21789,0
GridSybil_0709,0,train,2baafcde2eeb20ce,12885,0
GridSybil_0709,0,train,bcff996ad9ed836e,10323,0
GridSybil_0709,0,train,d5c8329d5db80b20,13269,0
GridSybil_0709,0,train,a14dcef151020356,12327,0
GridSybil_0709,0,train,a63e033f9f5710a2,21657,0
GridSybil_0709,0,train,64c5322f313091ad,23961,0
GridSybil_0709,0,train,529cab8d8ce86099,23025,0
GridSybil_0709,0,train,b80299ad25129298,23823,0
GridSybil_0709,0,train,4f22c7f7791b6bce,11367,0
GridSybil_0709,0,train,4c76e9a492d4e053,23565,0
GridSybil_0709,0,train,06943198d48497eb,10545,0
GridSybil_0709,0,train,0f59930c993bf8b9,11499,0
GridSybil_0709,0,train,b20099ca50764f80,11859,0
GridSybil_0709,0,train,79d9d199fa4d7520,23697,0
GridSybil_0709,0,train,d3f97bbb74d9ba3a,23523,0
GridSybil_0709,0,train,4cccd5f91b47fab7,23877,0
GridSybil_0709,0,train,ce39704d1a17c66a,24267,0
GridSybil_0709,0,train,1a8c23891e567b72,23343,0
GridSybil_0709,0,train,55b684a59d7b264b,23889,0
GridSybil_0709,0,train,cf66e3e802271271,12843,0
GridSybil_0709,0,train,a27f376b7c3c353f,11337,0
GridSybil_0709,0,train,296cd9bf6feaebb6,12747,0
GridSybil_0709,0,train,52709b5c31421049,11049,0
GridSybil_0709,0,train,67f1ec6653346ff9,22221,0
GridSybil_0709,0,train,dc37754408bc15c8,10701,0
GridSybil_0709,0,train,1578237605b88f4e,11199,0
GridSybil_0709,0,train,bd9ef8588178cad4,13227,0
GridSybil_0709,0,train,b996ff998a817b00,21537,0
GridSybil_0709,0,train,55e058dd54ab0cbb,12819,0
GridSybil_0709,0,train,d4b5e0bf0c6d9afc,13203,0
GridSybil_0709,0,train,3ab38286f3566bee,23241,0
GridSybil_0709,0,train,b724a85ba634820a,11361,0
GridSybil_0709,0,train,a83c4f712ce5fdbd,23517,0
GridSybil_0709,0,train,526f33fda1d64850,22629,0
GridSybil_0709,0,train,0d93ed2d7e48d759,23847,0
GridSybil_0709,0,train,4f8e268f666a6c07,10797,0
GridSybil_0709,0,train,03e32ce70af0459e,12759,0
GridSybil_0709,0,train,3188010f90f0abd7,11637,0
GridSybil_0709,0,train,9d32bb7f1c465bf3,24099,0
GridSybil_0709,0,train,6ba2e315fafda8f3,10779,0
GridSybil_0709,0,train,24057e7a10b45b53,21801,0
GridSybil_0709,0,train,51fd64fca457f461,22917,0
GridSybil_0709,0,train,fb2b8bf36c0b9c38,22347,0
GridSybil_0709,0,train,7d8e23b9950b342b,12039,0
GridSybil_0709,0,train,45b737d9a1437816,22401,0
GridSybil_0709,0,train,1f8e4707374dd54f,11127,0
GridSybil_0709,0,train,fa216186219c4610,10479,0
GridSybil_0709,0,train,09ffb4c236197c13,10395,0
GridSybil_0709,0,train,6ed0b1c8478a3139,22047,0
GridSybil_0709,0,train,fc9468238aa4379b,12321,0
GridSybil_0709,0,train,96751c373f30a977,21957,0
GridSybil_0709,0,train,d7c1ffe75eaefead,11241,0
GridSybil_0709,0,train,af6538844582cc02,22965,0
GridSybil_0709,0,train,ea214118a4b6254d,11397,0
GridSybil_0709,0,train,b2befc5a72e681de,11565,0
GridSybil_0709,0,train,88daa49e1d7e3d6b,12063,0
GridSybil_0709,0,train,1ec4d71acad9abcf,10431,0
GridSybil_0709,0,train,505bbda5df74dd91,22143,0
GridSybil_0709,0,train,aeeb5fea78cdfbd9,24129,0
GridSybil_0709,0,train,252d1de6f5fc93c6,22209,0
GridSybil_0709,0,train,4aa9fc45e77ff33a,13089,0
GridSybil_0709,0,train,b1bca6957a04b496,10449,0
GridSybil_0709,0,train,45a01c13685fd5bb,22443,0
GridSybil_0709,0,train,183bfb517d9ad1f9,10659,0
GridSybil_0709,0,train,73056407366c90b5,23667,0
GridSybil_0709,0,train,5da8880487137bd9,24357,0
GridSybil_0709,0,train,3df683d9304deca8,11697,0
GridSybil_0709,0,train,ec04b21fb8e97630,12981,0
GridSybil_0709,0,train,290324490f4d437c,23577,0
GridSybil_0709,0,train,9383be04711037ae,21927,0
GridSybil_0709,0,train,d47d0f991421b593,10965,0
GridSybil_0709,0,train,14d29d9017b18ac8,22227,0
GridSybil_0709,0,train,eeedb42ce94143e4,10527,0
GridSybil_0709,0,train,f63b5ae36083cfa1,12483,0
GridSybil_0709,0,train,02dd099f12b52f41,23787,0
GridSybil_0709,0,train,9abded3a3c6e5cd9,22065,0
GridSybil_0709,0,train,1e4683bd2d45e74a,22581,0
GridSybil_0709,0,train,5b39245f318eb55c,10407,0
GridSybil_0709,0,train,ae077013e4059d1a,13161,0
GridSybil_0709,0,train,476850b7fad8a813,12585,0
GridSybil_0709,0,train,c13aecf974443f2f,23121,0
GridSybil_0709,0,train,cff609a58c85d111,22305,0
GridSybil_0709,0,train,35c70756e4a7e61e,22167,0
GridSybil_0709,0,train,07986f82cd01c012,22989,0
GridSybil_0709,0,train,b2a866a417d71ec3,24417,0
GridSybil_0709,0,train,122bc0debc84fc9c,21717,0
GridSybil_0709,0,train,a241b7226d6d7b3b,12081,0
GridSybil_0709,0,train,f838d1ffee5f78f3,21405,0
GridSybil_0709,0,train,96954854d0ac6110,21807,0
GridSybil_0709,0,train,dace756b425ce294,11163,0
GridSybil_0709,0,train,715c6de14ba2d5f1,12111,1
GridSybil_0709,0,train,69ae637cddc0343c,23937,0
GridSybil_0709,0,train,8f98f43ee33d5aa2,21981,0
GridSybil_0709,0,train,5192b7fe71158660,13065,0
GridSybil_0709,0,train,921e0a46ca2c6375,12123,0
GridSybil_0709,0,train,8afb6df1ce121f8c,24057,0
GridSybil_0709,0,train,b41228b9a5a5c84f,12261,0
GridSybil_0709,0,train,65a4a2bbc4eae079,22737,0
GridSybil_0709,0,train,3dac8285b8479d8e,22023,0
GridSybil_0709,0,train,1a5e2f075bf78d24,12645,0
GridSybil_0709,0,train,1da3fd85601ca41a,23169,0
GridSybil_0709,0,train,bbbcf33d0e07a8d8,12147,0
GridSybil_0709,0,train,03f061b1d15f5b06,23139,0
GridSybil_0709,0,train,4c4103f8188ac018,23397,0
GridSybil_0709,0,train,994648611a113d2b,24303,0
GridSybil_0709,0,train,9f60709cf7d67846,11643,0
GridSybil_0709,0,train,2c921beadb3a8c72,10431,0
GridSybil_0709,0,train,c7cd4e717b1200af,22359,0
GridSybil_0709,0,train,90a1e6439dffc802,22149,0
GridSybil_0709,0,train,0444ac6522f01b86,24225,0
GridSybil_0709,0,train,103694c7f2c2d649,11445,0
GridSybil_0709,0,train,5ee2521d97974368,23685,0
GridSybil_0709,0,train,cdf6e9159fc1f5b5,12957,0
GridSybil_0709,0,train,8aa9b3cd46392195,24123,0
GridSybil_0709,0,train,8b40f5ed33c60cc9,24183,0
GridSybil_0709,0,train,8dc651857e492f37,13143,0
GridSybil_0709,0,train,09133fc1692ea12b,24249,0
GridSybil_0709,0,train,35e9f408f650fd20,21189,0
GridSybil_0709,0,train,4c8df2540a2c1efb,11805,0
GridSybil_0709,0,train,2092c47f1eab47d7,11067,0
GridSybil_0709,0,train,8e71d875e3bdb70d,23829,0
GridSybil_0709,0,train,1e829723454f3bf2,12627,0
GridSybil_0709,0,train,08570b5abe391e20,11421,0
GridSybil_0709,0,train,0ef7584a99f30bc2,22101,0
GridSybil_0709,0,train,ad91795dd3862304,12267,0
GridSybil_0709,0,train,98f67b0b7efa1200,12777,0
GridSybil_0709,0,train,95cdd9128b4ef8f9,12243,0
GridSybil_0709,0,train,47d8f47bae3b97c2,11709,0
GridSybil_0709,0,train,86b6d71cc81721b2,21603,0
GridSybil_0709,0,train,08e755fd10cdee78,12663,0
GridSybil_0709,0,train,19166ea9a12271e1,23487,0
GridSybil_0709,0,train,d3fbbec439a88e50,11409,0
GridSybil_0709,0,train,20c1363ed14e6718,12099,0
GridSybil_0709,0,train,af3009190826363f,22467,0
GridSybil_0709,0,train,e1ad2eaea48604d0,11625,0
GridSybil_0709,0,train,b454199b983b4b9e,12723,0
GridSybil_0709,0,train,58d1fb0269f6aa4f,11961,0
GridSybil_0709,0,train,a84e9728ae7e36cb,12117,0
GridSybil_0709,0,train,82691e211ea89cfa,11661,0
GridSybil_0709,0,train,41b73922f9f8773e,21975,1
GridSybil_0709,0,train,c81b6ea75e5b7154,13059,0
GridSybil_0709,0,train,b875fb6040272f55,24369,0
GridSybil_0709,0,train,32687fa4ccd399bc,10419,0
GridSybil_0709,0,train,b678aaf5065d53ec,22557,0
GridSybil_0709,0,train,ab8871c13898582c,22515,1
GridSybil_0709,0,train,8c8b4944c84e1cd9,13005,0
GridSybil_0709,0,train,e3d4b97b576bd54a,10977,0
GridSybil_0709,0,train,946e2079bc3f8bda,10431,0
GridSybil_0709,0,train,e907812236b66d6e,11703,0
GridSybil_0709,0,train,7721c4f4aaa49891,23403,0
GridSybil_0709,0,train,34e6fdaee1c1fc7f,23043,0
GridSybil_0709,0,train,e98e72064d35962b,12921,0
GridSybil_0709,0,train,b6167dd78d50433f,23799,0
GridSybil_0709,0,train,59cb7ec56eed4e65,11517,0
GridSybil_0709,0,train,c8e7bafaf4b9c51a,23325,0
GridSybil_0709,0,train,8d795f01ec9eb414,11037,0
GridSybil_0709,0,train,cb89fc6ecd6669f3,22377,0
GridSybil_0709,0,train,eba0c07f9abeca1a,12009,0
GridSybil_0709,0,train,b10e1135437bf6dd,12561,0
GridSybil_0709,0,train,f79cebdcba471de4,23901,0
GridSybil_0709,0,train,aa3b75f888707031,23643,0
GridSybil_0709,0,train,6c52a7b8751f42c2,21747,0
GridSybil_0709,0,train,1f7e4ddc925dfcac,22161,0
GridSybil_0709,0,train,1afe517741519277,21681,0
GridSybil_0709,0,train,975f98ea6055304f,21585,0
GridSybil_0709,0,train,490ecf8d937cc051,22983,0
GridSybil_0709,0,train,a88abd1d2ccd41f2,13197,0
GridSybil_0709,0,train,98369bdab18155b8,23157,0
GridSybil_0709,0,train,4fae41de31264062,11877,0
GridSybil_0709,0,train,675e7bd57cc337fb,10683,0
GridSybil_0709,0,train,179af4a8e890e39a,12381,0
GridSybil_0709,0,train,aaa9f8a1f4f6fe03,21987,0
GridSybil_0709,0,train,2ce9f0472c26da06,23307,0
GridSybil_0709,0,train,3cf6833fb747aa03,11823,0
GridSybil_0709,0,train,d17451b53186c67c,22797,0
GridSybil_0709,0,train,6402ed3f74725811,12861,0
GridSybil_0709,0,train,016730a55d5da840,22941,0
GridSybil_0709,0,train,6593cd75eec22fd4,12405,0
GridSybil_0709,0,train,e584cf2edbe68fac,22719,0
GridSybil_0709,0,train,37e9735a19d8aa1a,24261,0
GridSybil_0709,0,train,fc74a4e38a7b3dd1,12519,0
GridSybil_0709,0,train,2e9fd68ff17fa948,10929,0
GridSybil_0709,0,train,144ab8d736369c21,21345,0
GridSybil_0709,0,train,95f6df309ff773dd,22995,1
GridSybil_0709,0,train,87025b8f268b2742,11589,0
GridSybil_0709,0,train,68793abc7a27fce9,23247,0
GridSybil_0709,0,train,eb66ef3135f2e798,12189,0
GridSybil_0709,0,train,cd2feb371240742f,22677,0
GridSybil_0709,0,train,1df08066b1c003ad,24279,0
GridSybil_0709,0,train,e56b46ee58ed1a43,12201,0
GridSybil_0709,0,train,d98b7cddb7e224ca,11901,0
GridSybil_0709,0,train,7081edc88fd2b2e5,22539,0
GridSybil_0709,0,train,7505de777c9c1f4f,21741,0
GridSybil_0709,0,train,d85f92558bf64c9e,11745,0
GridSybil_0709,0,train,1d804ec16a11768d,11181,0
GridSybil_0709,0,train,8b571b7698e2b495,24447,0
GridSybil_0709,0,train,a951f3faa2c240a9,23361,0
GridSybil_0709,0,train,e7e2e3a155fca76e,12297,0
GridSybil_0709,0,train,6e9d463fa137f582,22899,0
GridSybil_0709,0,train,e8892b8decf427cd,22821,0
GridSybil_0709,0,train,474be1fb876c8941,11343,0
GridSybil_0709,0,train,e2dcd02b726e59c9,22095,1
GridSybil_0709,0,train,8a2c286f090df970,24141,0
GridSybil_0709,0,train,92d91262e59d7847,22623,0
GridSybil_0709,0,train,62a6f3e6d5bca286,12717,0
GridSybil_0709,0,train,60c211f90d1020f9,13257,0
GridSybil_0709,0,train,39f53f028fe6a47d,10569,0
GridSybil_0709,0,train,ef68c3ebd5ae1526,12045,0
GridSybil_0709,0,train,6013c857f774c755,13041,0
GridSybil_0709,0,train,20affce185f07e5b,21825,0
GridSybil_0709,0,train,a012c69167262907,21621,0
GridSybil_0709,0,train,c04aae13a40e1868,23865,0
GridSybil_0709,0,train,e856a6d8d9f35901,10383,0
GridSybil_0709,0,train,943a04119cd41566,10605,0
GridSybil_0709,0,train,abe9de52809c24a5,12105,0
GridSybil_0709,0,train,670d673f482599df,24381,0
GridSybil_0709,0,train,b05c6f2bb5796379,23007,0
GridSybil_0709,0,train,c780a840787154ec,12927,0
GridSybil_0709,0,train,e1d52ddf9babf4d0,11601,0
GridSybil_0709,0,train,a5655c67f54a1ed5,22869,0
GridSybil_0709,0,train,bc3338e26ffd24c6,11529,0
GridSybil_0709,0,train,57cfe9167758d5e0,22701,0
GridSybil_0709,0,train,7905fff97800cee0,22779,0
GridSybil_0709,0,train,b61244b37aab63a7,12159,0
GridSybil_0709,0,train,baf8de5500cd0a1e,11259,0
GridSybil_0709,0,train,bf58d3a79f83cc70,12207,0
GridSybil_0709,0,train,baf2cdfcd10f068c,23439,0
GridSybil_0709,0,train,138db0522ba47670,23409,0
GridSybil_0709,0,train,7050a980a2349219,22449,0
GridSybil_0709,0,train,c40591fe1d5a5561,12543,0
GridSybil_0709,0,train,a7bbc43439464214,12345,0
GridSybil_0709,0,train,4eb759fe580f1792,10803,0
GridSybil_0709,0,train,80945e43a036a531,22329,0
GridSybil_0709,0,train,74b08620846c03e9,11925,0
GridSybil_0709,0,train,098a706b8d6c2d77,11187,0
GridSybil_0709,0,train,b1090eb99580ad12,23481,0
GridSybil_0709,0,train,23da6a17903b8065,21849,0
GridSybil_0709,0,train,30e8928008d5e8aa,24045,0
GridSybil_0709,0,train,a45e10c064f57ab4,24219,0
GridSybil_0709,0,train,776564fa21831ce8,11025,0
GridSybil_0709,0,train,6f5e8d956eec8f68,11631,1
GridSybil_0709,0,train,5542e7da68aa5929,10947,0
GridSybil_0709,0,train,56aded328184ec9f,12279,0
GridSybil_0709,0,train,955903240f2044d0,11139,0
GridSybil_0709,0,train,7a47cc5974214da4,23541,0
GridSybil_0709,0,train,6b92ee84c11b9af8,23019,0
GridSybil_0709,0,train,f86a4d2a78a86d6f,11607,0
GridSybil_0709,0,train,c559f1272ac122d4,10581,0
GridSybil_0709,0,train,541bb03b68717ad5,10557,0
GridSybil_0709,0,train,fe85ca669907ad32,22749,0
GridSybil_0709,0,train,8309e00f57640c7b,12027,0
GridSybil_0709,0,train,5d3beaba3ae346ab,12441,0
